tarih;time;toplam;dogalgaz;ruzgar;linyit;tasKomur;ithalKomur;fuelOil;jeotermal;barajli;nafta;biokutle;akarsu;gunes;diger
2025-01-01 00:00:00;00:00;30848,82;5753,31;2024,78;4423,0;256,0;9389,2;14,5;1125,97;5243,04;0,4;944,4;1541,62;0,0;132,6
2025-01-01 01:00:00;01:00;28950,78;5265,68;1885,65;4137,0;256,0;9388,8;7,5;1129,01;4506,04;0,4;948,78;1293,32;0,0;132,6
2025-01-01 02:00:00;02:00;27501,66;5246,68;1821,14;3930,0;256,0;9389,2;15,5;1131,49;3506,04;0,4;951,48;1121,13;0,0;132,6
2025-01-01 03:00:00;03:00;26344,22;5154,06;1805,3;3769,0;256,0;9347,0;22,5;1133,42;2715,74;0,5;952,58;1056,62;0,0;131,5
2025-01-01 04:00:00;04:00;25929,17;5350,01;1741,55;3706,0;256,0;9347,0;14,5;1135,94;2331,94;0,4;946,38;968,15;0,0;131,3
2025-01-01 05:00:00;05:00;26125,45;5670,18;1735,08;3725,0;256,0;9347,0;14,5;1137,41;2174,44;0,4;943,38;990,76;0,0;131,3
2025-01-01 06:00:00;06:00;26209,23;5690,19;1718,96;3805,6;256,0;9347,0;14,5;1138,21;2069,14;1,1;950,64;1086,59;0,0;131,3
2025-01-01 07:00:00;07:00;27184,59;5733,38;1638,42;3852,5;256,0;9379,0;14,5;1138,04;2863,34;1,1;957,74;1216,69;2,58;131,3
2025-01-01 08:00:00;08:00;27056,47;5259,89;1548,68;3843,9;256,0;9380,0;14,5;1137,11;2989,64;1,1;954,06;1403,24;135,95;132,4
2025-01-01 09:00:00;09:00;26936,61;4895,24;1566,04;3842,2;256,0;9393,0;18,5;1134,71;2778,64;0,3;962,84;1306,85;649,69;132,6
2025-01-01 10:00:00;10:00;26420,51;4205,4;1557,27;3743,58;256,0;8950,9;14,5;1129,33;3190,04;0,3;951,77;1288,13;1000,69;132,6
2025-01-01 11:00:00;11:00;25854,96;4261,29;1495,65;3705,59;256,0;8690,6;18,9;1124,65;2917,34;0,2;959,83;1155,38;1136,93;132,6
2025-01-01 12:00:00;12:00;25206,75;4332,39;1452,13;3683,1;256,0;7652,2;21,9;1115,41;3274,74;0,2;975,71;1111,54;1199,93;131,5
2025-01-01 13:00:00;13:00;25609,3;4337,03;1349,81;3624,19;256,0;8275,0;19,9;1107,99;3204,64;0,2;973,66;1099,8;1229,58;131,5
2025-01-01 14:00:00;14:00;26738,5;4753,83;1228,0;3575,5;256,0;9050,0;24,8;1098,82;3228,19;0,2;987,14;1207,37;1197,15;131,5
2025-01-01 15:00:00;15:00;28900,03;6299,26;1218,58;3581,5;256,0;9270,5;20,8;1092,79;3632,84;0,2;979,69;1379,97;1035,3;132,6
2025-01-01 16:00:00;16:00;32023,95;8752,59;1181,61;3651,6;256,0;9257,5;17,5;1090,45;4518,64;0,2;979,17;1709,92;476,17;132,6
2025-01-01 17:00:00;17:00;34277,23;9933,7;1151,87;3678,6;256,0;9255,5;14,5;1092,19;5763,74;0,2;970,87;1989,27;37,99;132,8
2025-01-01 18:00:00;18:00;36198,88;10328,23;1198,48;3780,6;256,0;9255,5;14,5;1100,67;7135,74;1,0;975,93;2019,33;0,0;132,9
2025-01-01 19:00:00;19:00;35949,27;10329,44;1251,52;3756,6;256,0;9255,5;14,5;1107,58;7016,84;1,0;972,58;1854,81;0,0;132,9
2025-01-01 20:00:00;20:00;35665,72;10308,61;1341,2;3657,6;256,0;9255,5;14,5;1114,14;6926,64;1,0;965,12;1692,81;0,0;132,6
2025-01-01 21:00:00;21:00;34816,21;10172,35;1420,85;3682,6;256,0;9255,5;14,5;1120,53;6206,44;1,1;961,43;1593,41;0,0;131,5
2025-01-01 22:00:00;22:00;34547,53;9197,04;1419,58;3708,8;256,0;9255,5;14,5;1125,77;7143,44;0,3;959,83;1335,27;0,0;131,5
2025-01-01 23:00:00;23:00;33049,8;8946,55;1447,04;3702,1;256,0;9255,5;14,5;1129,08;6039,54;0,4;956,83;1170,76;0,0;131,5
2025-01-02 00:00:00;00:00;31906,48;9051,92;1458,43;3618,1;261,0;9312,0;14,5;1124,37;4936,14;0,4;948,45;1079,57;0,0;101,6
2025-01-02 01:00:00;01:00;29922,48;8314,05;1518,73;3833,1;261,0;9312,0;14,5;1127,62;3517,14;0,4;951,77;970,57;0,0;101,6
2025-01-02 02:00:00;02:00;28439,45;7365,3;1553,76;3725,1;261,0;9312,0;14,5;1130,08;3069,64;0,4;956,39;949,68;0,0;101,6
2025-01-02 03:00:00;03:00;27311,07;7171,81;1692,91;3635,1;261,0;9312,0;14,5;1131,81;2172,24;0,5;941,24;876,36;0,0;101,6
2025-01-02 04:00:00;04:00;27108,9;6800,75;1875,18;3743,1;261,0;9312,0;7,5;1135,24;2045,74;0,4;937,45;869,04;0,0;121,5
2025-01-02 05:00:00;05:00;27569,51;7178,85;2072,45;3754,1;254,0;9312,0;14,5;1136,51;1889,74;0,4;936,06;889,4;0,0;131,5
2025-01-02 06:00:00;06:00;29406,29;9012,78;2302,91;3739,6;254,0;9312,0;14,5;1136,61;1605,64;1,1;934,59;962,23;0,03;130,3
2025-01-02 07:00:00;07:00;32650,02;10954,67;2502,98;3800,6;261,0;9292,0;14,5;1136,54;2377,84;1,1;947,64;1225,36;5,49;130,3
2025-01-02 08:00:00;08:00;35680,37;11997,08;2742,64;3799,9;261,0;9142,0;14,5;1135,51;3570,24;1,1;951,86;1670,49;213,75;180,3
2025-01-02 09:00:00;09:00;37040,22;12246,28;2993,51;3796,2;261,0;9155,0;18,5;1132,82;3915,14;0,3;959,75;1612,1;768,72;180,9
2025-01-02 10:00:00;10:00;37152,76;12244,22;3225,92;3764,6;261,0;9192,0;21,5;1127,93;3515,84;0,3;957,02;1466,29;1194,24;181,9
2025-01-02 11:00:00;11:00;36350,71;11628,83;3326,32;3689,2;261,0;9219,0;21,4;1122,35;3348,34;0,2;956,69;1290,05;1304,43;182,9
2025-01-02 12:00:00;12:00;33791,91;9707,65;3348,66;3722,4;261,0;9220,0;21,3;1112,41;2670,84;0,2;984,92;1210,4;1349,23;182,9
2025-01-02 13:00:00;13:00;34528,61;10223,35;3386,17;3736,4;261,0;9219,0;21,0;1100,29;2801,74;0,2;982,73;1231,11;1383,22;182,4
2025-01-02 14:00:00;14:00;36393,39;11698,84;3450,63;3762,9;261,0;9166,0;20,7;1095,32;3058,44;0,2;982,17;1345,92;1369,37;181,9
2025-01-02 15:00:00;15:00;38434,03;12818,71;3556,97;3755,5;261,0;9207,0;19,6;1086,68;3804,34;0,2;979,15;1607,06;1157,92;179,9
2025-01-02 16:00:00;16:00;39843,31;12996,32;3716,05;3799,4;261,0;9202,0;16,5;1084,35;5147,74;0,2;970,42;1915,7;561,63;172,0
2025-01-02 17:00:00;17:00;40951,55;13016,23;3985,98;3820,7;261,0;9200,0;14,5;1085,9;6205,24;0,2;965,0;2161,56;63,34;171,9
2025-01-02 18:00:00;18:00;42756,46;13309,5;4385,78;3825,6;261,0;9200,0;14,5;1094,47;7476,44;1,0;964,01;2052,26;0,0;171,9
2025-01-02 19:00:00;19:00;42369,09;13338,39;4784,63;3915,6;261,0;9200,0;14,5;1101,28;6901,74;1,0;960,35;1718,7;0,0;171,9
2025-01-02 20:00:00;20:00;41111,77;13076,98;5135,77;3869,6;261,0;9200,0;14,5;1107,84;5781,44;1,0;947,12;1544,62;0,0;171,9
2025-01-02 21:00:00;21:00;40273,91;12536,97;5376,28;3844,6;261,0;9185,0;14,5;1115,33;5348,34;1,1;938,42;1480,47;0,0;171,9
2025-01-02 22:00:00;22:00;38528,78;9454,65;5591,41;3678,6;261,0;9185,0;14,5;1120,37;6829,34;0,3;939,09;1282,62;0,0;171,9
2025-01-02 23:00:00;23:00;36573,63;8314,42;5826,49;3511,1;261,0;9185,0;14,5;1124,08;5977,44;0,4;937,6;1249,7;0,0;171,9
2025-01-03 00:00:00;00:00;34608,69;7236,48;6021,12;3529,1;261,0;9459,0;14,5;1125,78;4603,74;0,6;953,7;1197,77;0,0;205,9
2025-01-03 01:00:00;01:00;32236,22;5778,47;6182,27;3527,1;261,0;9453,0;14,5;1127,41;3550,74;0,6;956,84;1178,39;0,0;205,9
2025-01-03 02:00:00;02:00;30900,69;5289,4;6284,08;3539,1;261,0;9453,0;14,5;1130,94;2628,74;0,7;972,04;1121,29;0,0;205,9
2025-01-03 03:00:00;03:00;30029,33;4937,33;6313,09;3542,1;261,0;9393,0;14,5;1132,44;2326,64;0,7;968,54;934,09;0,0;205,9
2025-01-03 04:00:00;04:00;29837,57;4779,4;6308,11;3539,1;261,0;9453,0;7,5;1128,99;2326,64;0,7;967,07;860,16;0,0;205,9
2025-01-03 05:00:00;05:00;30012,04;4973,5;6326,22;3538,1;261,0;9453,0;14,5;1131,75;2256,64;0,7;962,69;888,04;0,0;205,9
2025-01-03 06:00:00;06:00;31304,18;6447,54;6387,45;3540,1;261,0;9440,0;14,5;1130,31;1915,34;1,4;969,24;991,09;0,31;205,9
2025-01-03 07:00:00;07:00;34621,17;8744,62;6481,77;3644,6;261,0;9448,0;14,5;1133,82;2532,74;1,4;981,6;1166,33;4,89;205,9
2025-01-03 08:00:00;08:00;37068,96;9293,41;6566,21;3699,9;261,0;9449,0;14,5;1132,05;3755,94;1,3;977,54;1541,66;170,55;205,9
2025-01-03 09:00:00;09:00;38332,45;9647,52;6710,05;3605,4;261,0;9309,0;17,1;1131,81;3986,44;0,5;982,38;1535,99;938,86;206,4
2025-01-03 10:00:00;10:00;37839,03;9049,5;6924,71;3356,44;261,0;9309,0;19,3;1126,69;3800,04;0,4;992,35;1406,48;1386,02;207,1
2025-01-03 11:00:00;11:00;36860,42;8248,34;7044,86;3307,4;261,0;9348,0;20,1;1117,47;3582,34;0,4;969,25;1290,11;1462,35;208,8
2025-01-03 12:00:00;12:00;33731,68;6339,74;7084,48;3360,6;261,0;8824,5;13,8;1107,63;2974,44;0,3;983,93;1151,21;1421,25;208,8
2025-01-03 13:00:00;13:00;33325,71;6233,39;7237,58;3401,4;261,0;8817,5;13,5;1089,6;2551,44;0,3;995,25;1113,07;1402,88;208,8
2025-01-03 14:00:00;14:00;36298,51;8136,97;7358,62;3519,6;261,0;9330,0;19,2;1085,04;2768,44;0,3;982,56;1259,85;1368,13;208,8
2025-01-03 15:00:00;15:00;38638,02;9262,99;7331,85;3430,29;261,0;9318,0;17,6;1079,51;4140,44;0,3;969,07;1436,42;1182,65;207,9
2025-01-03 16:00:00;16:00;41411,92;11538,26;7170,28;3487,6;261,0;9305,0;15,5;1077,08;5032,24;0,3;957,48;1808,7;551,58;206,9
2025-01-03 17:00:00;17:00;43109,18;11642,94;7078,25;3521,7;261,0;9303,0;14,5;1079,62;6995,84;1,1;959,05;2009,91;36,37;205,9
2025-01-03 18:00:00;18:00;43369,35;11876,19;7188,62;3516,6;261,0;9303,0;14,5;1089,11;7096,54;1,1;977,35;1839,44;0,0;205,9
2025-01-03 19:00:00;19:00;42230,48;11773,61;7097,59;3493,6;261,0;9303,0;14,5;1097,11;6391,24;1,2;980,25;1611,48;0,0;205,9
2025-01-03 20:00:00;20:00;41087,36;11042,02;7240,31;3506,6;261,0;9165,0;14,5;1102,57;6057,94;1,2;948,57;1541,75;0,0;205,9
2025-01-03 21:00:00;21:00;39558,68;9981,52;7247,47;3593,9;261,0;9185,0;14,5;1118,0;5559,64;1,3;955,95;1434,5;0,0;205,9
2025-01-03 22:00:00;22:00;38441,58;7914,7;7263,99;3470,1;261,0;9185,0;14,5;1121,33;6768,74;0,5;966,81;1269,01;0,0;205,9
2025-01-03 23:00:00;23:00;36921,32;6936,92;7227,37;3370,1;261,0;9185,0;14,5;1124,85;6335,14;0,5;974,93;1285,11;0,0;205,9
2025-01-04 00:00:00;00:00;34695,39;5561,12;7489,48;3424,1;120,0;9188,0;16,5;1134,93;5439,14;0,7;955,8;1182,22;0,0;183,4
2025-01-04 01:00:00;01:00;32714,8;5366,2;7374,85;3404,6;120,0;9188,0;16,5;1137,85;3915,14;0,7;950,39;1077,17;0,0;163,4
2025-01-04 02:00:00;02:00;31309,39;5315,74;7065,33;3435,1;132,0;9188,0;16,5;1139,09;2982,64;0,8;952,39;918,4;0,0;163,4
2025-01-04 03:00:00;03:00;30574,88;5010,49;6939,95;3555,1;132,0;9188,0;16,5;1140,82;2683,74;0,8;960,19;783,89;0,0;163,4
2025-01-04 04:00:00;04:00;29921,72;4855,85;6755,32;3475,1;132,0;9210,0;9,5;1140,7;2498,64;0,8;958,62;721,79;0,0;163,4
2025-01-04 05:00:00;05:00;30268,44;5612,39;6397,33;3362,1;132,0;9220,0;16,5;1136,98;2498,64;0,7;952,94;775,46;0,0;163,4
2025-01-04 06:00:00;06:00;30391,76;6333,74;6026,79;3330,5;132,0;9250,0;16,5;1141,92;2012,94;1,5;957,29;1025,16;0,02;163,4
2025-01-04 07:00:00;07:00;32438,07;7904,07;5573,9;3431,6;132,0;9262,0;16,5;1140,14;2698,64;1,4;962,2;1149,58;2,64;163,4
2025-01-04 08:00:00;08:00;35028,74;10308,26;5126,15;3550,9;132,0;9283,0;16,5;1140,71;2850,44;1,4;980,29;1349,78;140,91;148,4
2025-01-04 09:00:00;09:00;36101,43;10681,24;4823,37;3620,5;132,0;9320,0;18,8;1137,57;3331,14;0,6;990,27;1344,23;552,81;148,9
2025-01-04 10:00:00;10:00;35973,7;10498,19;4526,42;3320,75;132,0;9336,0;20,9;1132,41;3690,05;0,5;1000,06;1253,0;914,02;149,4
2025-01-04 11:00:00;11:00;35813,28;10189,9;4172,2;3346,69;132,0;9337,0;21,6;1123,54;4135,05;0,4;998,72;1174,4;1032,38;149,4
2025-01-04 12:00:00;12:00;34453,26;9499,01;3857,24;3237,4;132,0;9338,0;22,5;1112,95;3952,05;0,4;976,92;1076,23;1098,16;150,4
2025-01-04 13:00:00;13:00;35060,94;10368,7;3724,19;3215,29;132,0;9338,0;22,3;1108,78;3811,45;0,3;979,51;1071,31;1138,51;150,6
2025-01-04 14:00:00;14:00;35845,75;10869,99;3619,91;3380,9;132,0;9331,0;20,9;1108,35;3970,05;0,3;985,55;1207,26;1068,94;150,6
2025-01-04 15:00:00;15:00;36817,16;11546,92;3524,27;3302,49;132,0;9324,0;19,4;1106,39;4451,05;0,3;991,31;1415,99;853,44;149,6
2025-01-04 16:00:00;16:00;38629,21;12385,77;3504,26;3268,4;132,0;9312,0;17,5;1104,52;5750,05;0,3;975,92;1715,54;320,55;142,4
2025-01-04 17:00:00;17:00;40409,69;12548,75;3613,44;3261,7;132,0;9310,0;16,5;1109,12;7414,75;1,1;954,1;1883,63;22,0;142,6
2025-01-04 18:00:00;18:00;40823,33;12506,87;3726,8;3306,4;132,0;9295,0;16,5;1113,01;7843,85;1,2;941,79;1797,31;0,0;142,6
2025-01-04 19:00:00;19:00;40633,48;12463,97;3938,0;3411,6;120,0;9294,9;16,5;1115,44;7553,55;1,3;949,56;1626,06;0,0;142,6
2025-01-04 20:00:00;20:00;39658,68;12426,57;4078,02;3363,6;120,0;9295,0;16,5;1120,95;6602,95;1,3;976,25;1516,14;0,0;141,4
2025-01-04 21:00:00;21:00;38662,83;11902,81;4241,98;3377,6;120,0;9310,0;16,5;1125,55;6190,45;1,3;950,9;1284,34;0,0;141,4
2025-01-04 22:00:00;22:00;37423,67;9586,87;4277,24;3387,6;126,0;9310,0;16,5;1130,85;7316,65;0,6;954,17;1175,79;0,0;141,4
2025-01-04 23:00:00;23:00;36048,21;8991,99;4142,93;3314,1;111,0;9335,0;16,5;1127,73;6776,65;0,6;952,16;1138,15;0,0;141,4
2025-01-05 00:00:00;00:00;33884,23;8319,25;4171,35;3513,1;118,0;9334,0;16,0;1130,73;5097,15;0,7;935,59;1080,27;4,59;163,5
2025-01-05 01:00:00;01:00;31590,73;7868,27;3941,04;3330,5;118,0;9334,0;16,0;1132,25;3714,15;0,7;939,34;1027,94;5,04;163,5
2025-01-05 02:00:00;02:00;30319,26;7977,26;3615,79;3276,1;127,0;9289,0;16,0;1134,18;2856,95;0,8;940,04;918,29;4,35;163,5
2025-01-05 03:00:00;03:00;29254,81;7774,93;3316,47;3276,1;132,0;9296,0;16,0;1136,52;2463,75;0,8;940,39;733,85;4,5;163,5
2025-01-05 04:00:00;04:00;28835,79;7483,49;3071,5;3386,1;132,0;9296,0;16,0;1139,6;2461,75;0,8;934,4;745,84;4,81;163,5
2025-01-05 05:00:00;05:00;28710,79;7576,27;2918,91;3455,1;132,0;9296,0;16,0;1138,08;2323,65;0,7;933,75;752,4;4,43;163,5
2025-01-05 06:00:00;06:00;28545,15;7822,7;2815,81;3394,1;132,0;9296,0;16,0;1139,02;1972,05;1,5;936,64;851,43;4,4;163,5
2025-01-05 07:00:00;07:00;28853,22;8047,53;2610,19;3502,0;132,0;9296,0;16,0;1139,84;2074,25;1,4;944,45;919,3;5,66;164,6
2025-01-05 08:00:00;08:00;28976,41;8769,17;2426,31;3537,3;132,0;9121,0;16,0;1138,31;1672,25;1,4;950,28;990,95;71,84;149,6
2025-01-05 09:00:00;09:00;30038,08;9584,48;2181,51;3539,3;132,0;9123,0;18,3;1133,77;1900,65;0,6;976,41;996,1;301,86;150,1
2025-01-05 10:00:00;10:00;31434,22;10285,52;1931,83;3575,8;132,0;9126,0;20,4;1129,51;2472,35;0,5;966,89;1128,42;514,2;150,8
2025-01-05 11:00:00;11:00;32101,87;10846,05;1740,43;3643,5;132,0;9260,0;21,1;1122,64;2495,95;0,4;966,45;1135,32;588,33;149,7
2025-01-05 12:00:00;12:00;31846,82;10648,05;1664,38;3531,4;132,0;9261,0;22,0;1115,34;2729,75;0,4;962,02;985,21;651,77;143,5
2025-01-05 13:00:00;13:00;32314,6;10648,36;1684,56;3567,4;132,0;9260,0;21,8;1109,98;3238,95;0,3;952,31;951,14;603,9;143,9
2025-01-05 14:00:00;14:00;33043,37;10850,27;1659,0;3606,3;132,0;9259,0;20,4;1102,35;3708,45;0,3;966,19;1008,32;587,29;143,5
2025-01-05 15:00:00;15:00;33899,47;11182,55;1705,28;3619,2;132,0;9257,0;18,9;1093,59;4123,65;0,3;963,66;1177,42;482,92;143,0
2025-01-05 16:00:00;16:00;35624,32;12639,63;1751,71;3568,0;132,0;9291,0;17,0;1090,62;4542,25;0,3;962,96;1304,1;181,15;143,6
2025-01-05 17:00:00;17:00;37498,35;12917,58;1765,39;3596,6;132,0;9289,0;16,0;1097,42;6032,75;0,9;953,11;1538,24;16,76;142,6
2025-01-05 18:00:00;18:00;39383,29;13196,55;1779,28;3608,5;132,0;9318,9;16,0;1103,21;7452,35;0,0;951,79;1681,88;0,23;142,6
2025-01-05 19:00:00;19:00;38788,3;13131,1;1724,55;3683,5;132,0;9319,0;16,0;1110,74;7026,35;0,0;951,36;1550,86;0,24;142,6
2025-01-05 20:00:00;20:00;38223,84;13106,54;1717,08;3666,8;132,0;9317,0;16,0;1120,65;6637,55;0,0;947,11;1420,18;0,33;142,6
2025-01-05 21:00:00;21:00;37213,49;12871,59;1702,96;3637,5;132,0;9312,0;16,0;1126,34;6057,95;0,0;936,11;1278,04;0,4;142,6
2025-01-05 22:00:00;22:00;36357,88;11021,43;1632,33;3664,5;132,0;9245,0;16,0;1129,76;7338,65;0,0;939,28;1097,06;0,37;141,5
2025-01-05 23:00:00;23:00;34945,24;10668,12;1553,82;3690,0;132,0;9245,0;16,0;1134,24;6320,65;0,0;935,79;1107,84;0,28;141,5
2025-01-06 00:00:00;00:00;32967,99;10450,9;1465,66;3717,4;132,0;9247,0;16,0;1132,33;4581,95;0,0;950,95;1109,2;0,0;164,6
2025-01-06 01:00:00;01:00;30936,87;10052,72;1448,89;3704,3;132,0;9246,9;16,0;1134,95;3111,95;0,0;955,39;969,17;0,0;164,6
2025-01-06 02:00:00;02:00;29552,29;9562,13;1437,75;3636,0;132,0;9247,0;16,0;1136,79;2391,95;0,0;958,74;870,43;0,0;163,5
2025-01-06 03:00:00;03:00;28401,38;8853,54;1494,57;3484,0;132,0;9247,0;16,0;1140,32;2103,05;0,0;956,52;810,88;0,0;163,5
2025-01-06 04:00:00;04:00;28215,46;8743,61;1517,49;3391,0;132,0;9247,0;16,0;1142,8;2128,05;0,0;944,79;789,22;0,0;163,5
2025-01-06 05:00:00;05:00;28471,06;8819,45;1601,52;3511,0;132,0;9247,0;16,0;1144,18;2099,55;0,0;944,18;792,58;0,1;163,5
2025-01-06 06:00:00;06:00;30045,51;10382,66;1601,13;3507,0;132,0;9247,0;16,0;1146,52;2091,35;0,0;943,0;814,95;0,4;163,5
2025-01-06 07:00:00;07:00;33584,6;12892,85;1609,02;3574,7;132,0;9232,0;16,0;1145,94;2806,85;0,0;948,71;1060,48;2,55;163,5
2025-01-06 08:00:00;08:00;37471,65;14402,48;1675,72;3655,9;132,0;9233,0;16,0;1146,11;4411,25;0,0;965,71;1509,24;129,64;194,6
2025-01-06 09:00:00;09:00;39452,02;14821,71;1808,52;3755,69;132,0;9248,0;19,0;1141,27;5248,25;0,0;979,39;1529,91;543,48;224,8
2025-01-06 10:00:00;10:00;39467,84;14749,65;1970,62;3842,4;128,0;9248,0;24,9;1135,91;4859,85;0,0;973,13;1477,73;832,05;225,6
2025-01-06 11:00:00;11:00;39036,55;14519,0;1999,94;3878,69;132,0;9266,0;26,3;1130,14;4482,15;0,0;977,35;1361,7;1038,28;225,0
2025-01-06 12:00:00;12:00;36721,97;13295,33;1996,87;3903,69;132,0;9267,0;27,8;1120,74;3517,65;0,0;984,71;1130,28;1120,9;225,0
2025-01-06 13:00:00;13:00;36597,15;13149,44;1986,31;3886,0;128,0;9262,0;28,2;1113,98;3569,15;0,0;984,34;1137,27;1127,46;225,0
2025-01-06 14:00:00;14:00;37906,66;13976,87;2012,49;3879,6;128,0;9264,0;26,5;1104,15;4017,15;0,0;985,29;1178,04;1110,07;224,5
2025-01-06 15:00:00;15:00;39554,99;14732,33;1947,73;3871,2;128,0;9242,0;23,0;1097,39;4909,75;0,0;970,82;1443,28;965,19;224,3
2025-01-06 16:00:00;16:00;41499,22;14793,93;1922,23;3929,5;128,0;9282,0;18,0;1095,33;6847,45;0,0;970,01;1794,44;494,33;224,0
2025-01-06 17:00:00;17:00;43335,97;14785,08;1991,58;3942,7;128,0;9271,0;16,0;1097,52;8842,45;0,0;966,18;2011,38;59,48;224,6
2025-01-06 18:00:00;18:00;43500,2;14904,76;2232,38;3960,6;128,0;9271,0;16,0;1102,41;8772,45;0,0;969,69;1918,21;0,1;224,6
2025-01-06 19:00:00;19:00;42814,23;14918,05;2628,01;3980,6;128,0;9273,0;16,0;1110,64;7880,95;0,0;966,04;1688,34;0,0;224,6
2025-01-06 20:00:00;20:00;42531,72;14912,41;2961,51;3973,6;128,0;9335,0;16,0;1117,05;7331,65;0,0;951,69;1580,21;0,0;224,6
2025-01-06 21:00:00;21:00;41412,35;14233,64;3398,03;4070,6;128,0;9350,0;16,0;1122,25;6516,75;0,0;941,84;1411,74;0,0;223,5
2025-01-06 22:00:00;22:00;40055,67;11547,96;3874,51;4084,5;128,0;9350,0;16,0;1126,46;7543,65;0,0;954,24;1206,85;0,0;223,5
2025-01-06 23:00:00;23:00;38003,42;10084,43;4321,75;4012,1;128,0;9350,0;16,0;1129,33;6655,45;0,0;955,33;1127,53;0,0;223,5
2025-01-07 00:00:00;00:00;35401,77;9282,35;4805,84;3561,1;128,0;9353,0;16,5;1132,6;4753,55;0,0;955,91;1189,72;0,0;223,2
2025-01-07 01:00:00;01:00;33303,22;8415,68;5052,84;3499,1;128,0;9353,0;16,5;1133,94;3407,55;0,0;958,94;1114,47;0,0;223,2
2025-01-07 02:00:00;02:00;31940,5;7864,98;5232,4;3555,3;128,0;9353,0;16,5;1137,95;2495,85;0,0;969,38;964,44;0,0;222,7
2025-01-07 03:00:00;03:00;31124,95;7321,89;5411,86;3620,1;128,0;9350,0;16,5;1140,0;2100,85;0,0;966,88;847,27;0,0;221,6
2025-01-07 04:00:00;04:00;30857,94;7046,89;5498,96;3650,1;128,0;9353,0;16,5;1142,45;2049,85;0,0;961,0;789,59;0,0;221,6
2025-01-07 05:00:00;05:00;31257,7;7298,62;5621,63;3687,1;128,0;9353,0;16,5;1144,69;2029,85;0,0;958,18;798,03;0,0;222,1
2025-01-07 06:00:00;06:00;32649,52;8602,35;5790,86;3659,4;128,0;9353,0;16,5;1145,86;1924,15;0,0;961,94;845,36;0,0;222,1
2025-01-07 07:00:00;07:00;35544,71;10097,96;5914,97;3708,6;132,0;9353,0;16,5;1143,84;2978,15;0,0;969,73;1006,36;2,0;221,6
2025-01-07 08:00:00;08:00;38749,39;10926,02;6001,01;3783,9;132,0;9354,0;16,5;1142,77;4365,15;0,0;964,78;1686,03;169,53;207,7
2025-01-07 09:00:00;09:00;39799,43;10856,96;6101,42;3786,0;222,0;9367,0;18,7;1134,5;4665,55;0,0;981,16;1719,58;738,46;208,1
2025-01-07 10:00:00;10:00;39148,5;10815,8;6187,11;3734,19;257,0;9379,0;23,4;1123,04;3866,95;0,0;983,5;1415,53;1153,28;209,7
2025-01-07 11:00:00;11:00;37997,27;9647,63;6165,95;3694,6;257,0;9386,0;23,0;1113,27;4011,85;0,0;986,22;1189,59;1312,66;209,5
2025-01-07 12:00:00;12:00;34700,47;7685,95;6113,99;3179,19;257,0;9194,0;24,0;1106,36;3680,95;0,0;992,33;1078,11;1179,19;209,4
2025-01-07 13:00:00;13:00;35030,3;7805,25;6129,17;3178,9;257,0;9312,0;23,3;1096,73;3739,45;0,0;1014,74;1057,34;1207,02;209,4
2025-01-07 14:00:00;14:00;36968,97;9167,83;6195,07;3305,5;257,0;9330,0;28,0;1085,11;3949,75;0,0;997,85;1138,04;1305,82;209,0
2025-01-07 15:00:00;15:00;38800,19;9958,24;6163,63;3252,9;257,0;9372,0;24,2;1077,79;5057,85;0,0;1000,57;1290,69;1136,42;208,9
2025-01-07 16:00:00;16:00;42150,45;11976,05;6189,25;3746,6;257,0;9359,0;18,5;1074,66;6061,15;0,0;990,32;1697,56;578,16;202,2
2025-01-07 17:00:00;17:00;44449,68;12588,37;6382,37;3878,7;257,0;9352,0;16,5;1076,35;7694,15;0,0;979,18;1957,27;67,09;200,7
2025-01-07 18:00:00;18:00;44644,65;12668,66;6416,91;3880,6;257,0;9352,0;16,5;1082,93;7924,15;0,0;982,87;1862,33;0,0;200,7
2025-01-07 19:00:00;19:00;43580,2;12563,08;6492,13;3874,6;257,0;9352,0;16,5;1091,84;7152,45;0,0;977,49;1600,91;0,0;202,2
2025-01-07 20:00:00;20:00;42079,88;11240,21;6689,18;3940,7;257,0;9352,0;16,5;1101,34;6883,15;0,0;963,91;1432,59;0,0;203,3
2025-01-07 21:00:00;21:00;40957,56;10562,51;6777,15;3900,6;257,0;9352,0;16,5;1107,39;6353,05;0,0;963,05;1464,51;0,0;203,8
2025-01-07 22:00:00;22:00;39756,4;8517,3;6747,75;3841,1;257,0;9352,0;16,5;1110,37;7600,05;0,0;965,45;1143,08;0,0;205,8
2025-01-07 23:00:00;23:00;37983,78;7436,57;6826,55;3992,1;247,0;9352,0;16,5;1112,54;6711,85;0,0;965,09;1118,28;0,0;205,3
2025-01-08 00:00:00;00:00;35342,31;6135,29;7082,87;4039,1;236,0;9352,0;17,5;1118,24;5068,9;0,0;944,92;1133,89;0,0;213,6
2025-01-08 01:00:00;01:00;33250,73;5662,2;7094,52;4000,1;237,0;9352,0;17,5;1120,4;3557,9;0,0;956,06;1039,45;0,0;213,6
2025-01-08 02:00:00;02:00;31842,65;5503,62;7046,9;3977,2;237,0;9352,0;17,5;1125,83;2581,9;0,0;933,16;853,94;0,0;213,6
